,名称,导演,演员,评分,年份,类型,电影时长,评价人数,语言,地区,演员颜值
119,滚蛋吧！肿瘤君,韩延,"['白百何', '吴彦祖', '李媛', '刘芮麟', '程伊']",7.4,['2015'],"['喜剧', '爱情']",128,313811,汉语普通话, 中国大陆,63.51666666666667
120,两杆大烟枪,盖·里奇,"['杰森·弗莱明', '德克斯特·弗莱彻', '尼克·莫兰', '杰森·斯坦森', '斯蒂文·麦金托什']",9.1,['1998'],"['剧情', '喜剧', '犯罪']",107,391634,英语, 英国,62.49
121,魔女宅急便,宫崎骏,"['高山南', '佐久间玲', '户田惠子', '山口胜平', '信泽三惠子']",8.6,['1989'],"['动画', '奇幻', '冒险']",103,300205,日语, 日本,56.94
122,辩护人,杨宇硕,"['宋康昊', '吴达洙', '金英爱', '郭度沅', '任时完']",9.2,['2013'],['剧情'],127,374142,韩语, 韩国,48.06666666666666
123,碟中谍4,布拉德·伯德,"['汤姆·克鲁斯', '杰瑞米·雷纳', '西蒙·佩吉', '宝拉·巴顿', '乔什·哈洛威']",8.3,['2011'],"['动作', '惊悚', '冒险']",133,328294,英语, 美国,59.31
124,水形物语,吉尔莫·德尔·托罗,"['莎莉·霍金斯', '道格·琼斯', '迈克尔·珊农', '理查德·詹金斯', '奥克塔维亚·斯宾瑟']",7.2,['2017'],"['剧情', '爱情', '奇幻']",123,334238,英语, 美国,51.49333333333333
125,猩球崛起,鲁伯特·瓦耶特,"['詹姆斯·弗兰科', '安迪·瑟金斯', '汤姆·费尔顿', '芙蕾达·平托', '布莱恩·考克斯']",8.1,['2011'],"['剧情', '动作', '科幻']",105,329998,英语, 美国,52.876666666666665
126,港囧,徐峥,"['徐峥', '赵薇', '包贝尔', '杜鹃', '葛民辉']",5.7,['2015'],['喜剧'],114,299738,汉语普通话, 中国大陆,34.800000000000004
127,快把我哥带走,郑芬芬,"['张子枫', '彭昱畅', '赵今麦', '孙泽源', '周翊然']",6.9,['2018'],"['喜剧', '奇幻']",115,269914,汉语普通话, 中国大陆,63.32333333333333
128,青蛇,徐克,"['张曼玉', '王祖贤', '赵文卓', '吴兴国', '马精武']",8.5,['1993'],"['剧情', '爱情', '奇幻', '古装']",99,324969,粤语, 中国香港,56.14666666666667
129,速度与激情5,林诣彬,"['范·迪塞尔', '保罗·沃克', '乔丹娜·布鲁斯特', '泰瑞斯·吉布森', '卢达克里斯']",8.4,['2011'],"['动作', '犯罪']",130,269837,英语, 美国,61.97
130,哈利·波特与火焰杯,迈克·内威尔,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '蒂莫西·斯波', '邦妮·怀特']",8.4,['2005'],"['奇幻', '冒险']",157,279409,英语, 英国,63.59333333333334
131,查理和巧克力工厂,蒂姆·波顿,"['约翰尼·德普', '弗莱迪·海默', '海伦娜·伯翰·卡特', '克里斯托弗·李', '诺亚·泰勒']",8.1,['2005'],"['喜剧', '奇幻', '冒险']",115,315794,英语, 美国,67.05666666666666
132,催眠大师,陈正道,"['徐峥', '莫文蔚', '胡静', '吕中', '王耀庆']",7.6,['2014'],"['剧情', '悬疑', '惊悚']",104,298354,汉语普通话, 中国大陆,47.46333333333333
133,重返20岁,陈正道,"['杨子姗', '归亚蕾', '陈柏霖', '鹿晗', '王德顺']",7.1,['2015'],"['喜剧', '爱情', '奇幻']",131,290877,汉语普通话, 中国大陆,57.68666666666667
134,头脑特工队,彼特·道格特,"['艾米·波勒', '菲利丝·史密斯', '理查德·坎德', '比尔·哈德尔', '刘易斯·布莱克']",8.7,['2015'],"['喜剧', '动画', '冒险']",95,368298,英语, 美国,59.98666666666667
135,侏罗纪世界,科林·特雷沃罗,"['克里斯·帕拉特', '布莱丝·达拉斯·霍华德', '文森特·多诺费奥', '泰·辛普金斯', '尼克·罗宾森']",7.7,['2015'],"['动作', '科幻', '冒险']",124,310169,英语, 美国,62.866666666666674
136,九品芝麻官,王晶,"['周星驰', '吴孟达', '张敏', '徐锦江', '钟丽缇']",8.4,['1994'],"['喜剧', '古装']",108,301960,粤语, 中国香港,38.89
137,叶问,叶伟信,"['甄子丹', '任达华', '熊黛林', '池内博之', '林家栋']",7.6,['2008'],"['剧情', '动作', '传记', '历史']",106,263391,粤语, 中国香港,64.52
138,捉妖记2,许诚毅,"['梁朝伟', '白百何', '井柏然', '李宇春', '杨祐宁']",5.0,['2018'],"['喜剧', '动作', '奇幻', '古装']",110,234986,汉语普通话, 中国大陆,60.23666666666666
139,哈利·波特与死亡圣器(上),大卫·叶茨,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '海伦娜·伯翰·卡特', '拉尔夫·费因斯']",8.1,['2010'],"['剧情', '奇幻', '冒险']",146,281133,英语, 英国,56.220000000000006
140,杀人回忆,奉俊昊,"['宋康昊', '金相庆', '金雷河', '宋在浩', '朴努植']",8.8,['2003'],"['剧情', '悬疑', '惊悚', '犯罪']",131,380826,韩语, 韩国,61.220000000000006
141,煎饼侠,大鹏,"['大鹏', '袁姗姗', '柳岩', '吴君如', '曾志伟']",5.8,['2015'],['喜剧'],113,296765,汉语普通话, 中国大陆,46.723333333333336
142,完美陌生人,保罗·杰诺维塞,"['马可·贾利尼', '卡夏·斯穆特尼亚克', '爱德华多·莱奥', '阿尔巴·罗尔瓦赫尔', '瓦莱里奥·马斯坦德雷亚']",8.5,['2016'],"['剧情', '喜剧']",97,356920,意大利语, 意大利,63.03666666666667
143,无敌浩克,路易斯·莱特里尔,"['爱德华·诺顿', '丽芙·泰勒', '蒂姆·罗斯', '威廉·赫特', '蒂姆·布雷克·尼尔森']",7.0,['2008'],"['动作', '科幻', '惊悚']",112,162084,英语, 美国,59.28666666666666
144,加勒比海盗2：聚魂棺,戈尔·维宾斯基,"['约翰尼·德普', '奥兰多·布鲁姆', '凯拉·奈特莉', '杰克·达文波特', '比尔·奈伊']",8.2,['2006'],"['动作', '奇幻', '冒险']",151,289526,英语, 美国,62.28333333333333
145,和莎莫的500天,马克·韦布,"['约瑟夫·高登-莱维特', '佐伊·丹斯切尔', '吉奥弗瑞·阿伦德', '科洛·莫瑞兹', '马修·格雷·古柏勒']",8.0,['2009'],"['剧情', '喜剧', '爱情']",95,368667,英语, 美国,67.22333333333334
146,一条狗的使命,拉斯·霍尔斯道姆,"['乔什·加德', '布丽特·罗伯森', '丹尼斯·奎德', '佩吉·利普顿', 'K·J·阿帕']",7.7,['2017'],"['剧情', '喜剧', '家庭']",101,272747,英语, 美国,67.54
147,教父2,弗朗西斯·福特·科波拉,"['阿尔·帕西诺', '罗伯特·杜瓦尔', '黛安·基顿', '罗伯特·德尼罗', '约翰·凯泽尔']",9.2,['1974'],"['剧情', '犯罪']",202,320272,英语, 美国,51.20666666666667
148,阿飞正传,王家卫,"['张国荣', '张曼玉', '刘嘉玲', '刘德华', '张学友']",8.5,['1990'],"['剧情', '爱情', '犯罪']",94,318103,粤语, 中国香港,45.77
149,小鬼当家,克里斯·哥伦布,"['麦考利·卡尔金', '乔·佩西', '丹尼尔·斯特恩', '约翰·赫德', '罗伯茨·布洛瑟姆']",8.2,['1990'],['喜剧'],103,273151,英语, 美国,52.29
150,玩具总动员3,李·昂克里奇,"['汤姆·汉克斯', '蒂姆·艾伦', '琼·库萨克', '尼德·巴蒂', '唐·里克斯']",8.8,['2010'],"['喜剧', '动画', '奇幻', '冒险']",103,306224,英语, 美国,55.44
151,哈利·波特与凤凰社,大卫·叶茨,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '加里·奥德曼', '拉尔夫·费因斯']",8.1,['2007'],"['奇幻', '冒险']",138,264304,英语, 英国,56.220000000000006
152,无敌破坏王,瑞奇·摩尔,"['约翰·C·赖利', '萨拉·西尔弗曼', '杰克·麦克布瑞尔', '简·林奇', '艾伦·图代克']",8.7,['2012'],"['喜剧', '动画', '奇幻', '冒险']",101,332877,英语, 美国,60.23
153,一天,罗勒·莎菲,"['安妮·海瑟薇', '吉姆·斯特吉斯', '汤姆·米森', '朱迪·惠特克', '蒂姆·凯']",7.9,['2011'],"['剧情', '爱情']",107,363206,英语, 美国,71.38
154,朗读者,史蒂芬·戴德利,"['凯特·温丝莱特', '大卫·克劳斯', '拉尔夫·费因斯', '詹妮特·海因', '苏珊娜·洛塔尔']",8.5,['2008'],"['剧情', '爱情']",124,346002,英语, 美国,66.39666666666666
155,后来的我们,刘若英,"['井柏然', '周冬雨', '田壮壮', '曲哲明', '刘启恒']",5.9,['2018'],"['剧情', '爱情']",120,283945,汉语普通话, 中国大陆,68.23333333333333
156,幸福终点站,史蒂文·斯皮尔伯格,"['汤姆·汉克斯', '凯瑟琳·泽塔-琼斯', '斯坦利·图齐', '齐·麦克布赖德', '迭戈·卢纳']",8.8,['2004'],"['剧情', '喜剧', '爱情']",128,334733,英语, 美国,47.910000000000004
157,爱在黎明破晓前,理查德·林克莱特,"['伊桑·霍克', '朱莉·德尔佩', '安德莉亚·埃克特', '汉诺·波西尔', 'Karl Bruckschwaiger']",8.8,['1995'],"['剧情', '爱情']",101,355656,英语, 美国,49.82666666666666
158,变形金刚2,迈克尔·贝,"['希亚·拉博夫', '梅根·福克斯', '乔什·杜哈明', '雨果·维文', '伊莎贝尔·卢卡斯']",7.7,['2009'],"['动作', '科幻']",150,293217,英语, 美国,64.91666666666667
159,请以你的名字呼唤我,卢卡·瓜达尼诺,"['艾米·汉莫', '蒂莫西·柴勒梅德', '迈克尔·斯图巴', '阿蜜拉·卡萨', '艾斯特·加瑞尔']",8.8,['2017'],"['剧情', '爱情', '同性']",132,366483,英语, 意大利,67.76333333333334
160,明日边缘,道格·里曼,"['汤姆·克鲁斯', '艾米莉·布朗特', '布莱丹·格里森', '比尔·帕克斯顿', '约纳斯·阿姆斯特朗']",8.1,['2014'],"['动作', '科幻']",114,343133,英语, 美国,64.62
161,听说,郑芬芬,"['彭于晏', '陈意涵', '陈妍希', '罗北安', '林美秀']",8.1,['2009'],"['剧情', '爱情']",107,325051,汉语普通话, 中国台湾,64.99666666666667
162,饮食男女,李安,"['郎雄', '杨贵媚', '吴倩莲', '王渝文', '张艾嘉']",9.1,['1994'],"['剧情', '家庭']",124,346000,汉语普通话, 中国台湾,44.169999999999995
163,小萝莉的猴神大叔,卡比尔·汗,"['萨尔曼·汗', '哈莎莉·马洛特拉', '卡琳娜·卡普尔', '纳瓦祖丁·席迪圭', '欧姆·普瑞']",8.5,['2015'],"['剧情', '喜剧', '动作']",159,300865,印地语, 印度,54.68333333333334
164,菊次郎的夏天,北野武,"['北野武', '关口雄介', '岸本加世子', 'グレート義太夫', '井手博士']",8.8,['1999'],"['剧情', '喜剧']",121,313207,日语, 日本,23.560000000000002
165,哈利·波特与混血王子,大卫·叶茨,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '汤姆·费尔顿', '迈克尔·刚本']",7.8,['2009'],"['剧情', '奇幻', '冒险']",153,259152,英语, 英国,56.220000000000006
166,李茶的姑妈,吴昱翰,"['黄才伦', '艾伦', '宋阳', '卢靖姗', '沈腾']",4.6,['2018'],['喜剧'],113,237262,汉语普通话, 中国大陆,70.37
167,地心引力,阿方索·卡隆,"['桑德拉·布洛克', '乔治·克鲁尼', '艾德·哈里斯', '奥托·伊格内修森', '法尔杜特·夏尔马']",7.9,['2013'],"['科幻', '惊悚', '灾难']",91,335383,英语, 美国,66.03333333333335
168,爱丽丝梦游仙境,蒂姆·波顿,"['米娅·华希科沃斯卡', '约翰尼·德普', '海伦娜·伯翰·卡特', '安妮·海瑟薇', '克里斯平·格洛弗']",7.2,['2010'],"['奇幻', '冒险']",108,292692,英语, 美国,56.166666666666664
169,网络谜踪,阿尼什·查甘蒂,"['约翰·赵', '米切尔·拉', '黛博拉·梅辛', '约瑟夫·李', '萨拉·米博·孙']",8.6,['2018'],"['剧情', '悬疑', '惊悚', '犯罪']",102,328848,英语, 美国,67.06
170,甜蜜蜜,陈可辛,"['黎明', '张曼玉', '杨恭如', '曾志伟', '杜可风']",8.8,['1996'],"['剧情', '爱情']",118,328379,粤语, 中国香港,55.59666666666667
171,他其实没那么喜欢你,肯·卡皮斯,"['詹妮弗·安妮斯顿', '本·阿弗莱克', '詹妮弗·康纳利', '布莱德利·库珀', '斯嘉丽·约翰逊']",7.8,['2009'],"['剧情', '喜剧', '爱情']",129,346012,英语, 美国,51.85
172,蓝色大门,易智言,"['陈柏霖', '桂纶镁', '梁又琳', '仇政', '明金成']",8.3,['2002'],"['剧情', '爱情', '同性']",85,323178,汉语普通话, 中国台湾,63.88333333333333
173,X战警：第一战,马修·沃恩,"['詹姆斯·麦卡沃伊', '迈克尔·法斯宾德', '詹纽瑞·琼斯', '詹妮弗·劳伦斯', '罗丝·伯恩']",8.2,['2011'],"['剧情', '动作', '科幻']",132,271377,英语, 美国,69.05666666666666
174,借东西的小人阿莉埃蒂,米林宏昌,"['志田未来', '神木隆之介', '树木希林', '三浦友和', '大竹忍']",8.8,['2010'],"['动画', '奇幻', '冒险']",94,332403,日语, 日本,57.89333333333334
175,海底总动员,安德鲁·斯坦顿,"['艾伯特·布鲁克斯', '艾伦·德杰尼勒斯', '亚历山大·古尔德', '威廉·达福', '布拉德·加内特']",8.3,['2003'],"['喜剧', '动画', '冒险']",100,278250,英语, 美国,53.28333333333333
176,第六感,M·奈特·沙马兰,"['布鲁斯·威利斯', '海利·乔·奥斯蒙', '托妮·科莱特', '奥莉维亚·威廉姆斯', '唐尼·沃尔伯格']",8.9,['1999'],"['剧情', '悬疑', '惊悚']",107,348887,英语, 美国,57.56
177,时空恋旅人,理查德·柯蒂斯,"['多姆纳尔·格里森', '瑞秋·麦克亚当斯', '比尔·奈伊', '莉迪亚·威尔逊', '琳赛·邓肯']",8.7,['2013'],"['喜剧', '爱情', '奇幻']",123,332274,英语, 英国,54.88333333333333
178,霍比特人1：意外之旅,彼得·杰克逊,"['伊恩·麦克莱恩', '马丁·弗瑞曼', '理查德·阿米蒂奇', '肯·斯托特', '格拉汉姆·麦克泰维什']",8.3,['2012'],"['动作', '奇幻', '冒险']",169,298076,英语, 美国,56.660000000000004
179,缝纫机乐队,大鹏,"['大鹏', '乔杉', '古力娜扎', '李鸿其', '韩童生']",6.6,['2017'],"['喜剧', '音乐']",117,250981,汉语普通话, 中国大陆,44.43333333333334
180,从你的全世界路过,张一白,"['邓超', '白百何', '杨洋', '张天爱', '岳云鹏']",5.3,['2016'],"['喜剧', '爱情']",113,242232,汉语普通话, 中国大陆,61.20333333333334
181,加勒比海盗4：惊涛怪浪,罗伯·马歇尔,"['约翰尼·德普', '佩内洛普·克鲁兹', '杰弗里·拉什', '伊恩·麦柯肖恩', '凯文·麦克纳利']",7.6,['2011'],"['动作', '奇幻', '冒险']",136,271898,英语, 美国,60.470000000000006
182,记忆大师,陈正道,"['黄渤', '段奕宏', '徐静蕾', '杨子姗', '梁杰理']",7.1,['2017'],"['剧情', '悬疑', '惊悚', '犯罪']",119,271816,汉语普通话, 中国大陆,50.833333333333336
183,比利·林恩的中场战事,李安,"['乔·阿尔文', '加内特·赫德兰', '克里斯汀·斯图尔特', '范·迪塞尔', '李淳']",8.4,['2016'],"['剧情', '战争']",113,294806,英语, 美国,64.91333333333334
184,小丑,托德·菲利普斯,"['杰昆·菲尼克斯', '罗伯特·德尼罗', '马克·马龙', '莎姬·贝兹', '谢伊·惠格姆']",8.8,['2019'],"['剧情', '惊悚', '犯罪']",122,396690,英语, 加拿大,60.04
185,疯狂的麦克斯4：狂暴之路,乔治·米勒,"['汤姆·哈迪', '查理兹·塞隆', '尼古拉斯·霍尔特', '休·基斯-拜恩', '乔什·赫尔曼']",8.6,['2015'],"['动作', '科幻', '冒险']",120,323981,英语, 澳大利亚,62.70333333333334
186,风之谷,宫崎骏,"['岛本须美', '松田洋治', '榊原良子', '辻村真人', '京田尚子']",8.8,['1984'],"['动画', '奇幻', '冒险']",117,258848,日语, 日本,60.44
187,波西米亚狂想曲,布莱恩·辛格,"['拉米·马雷克', '本·哈迪', '约瑟夫·梅泽罗', '格威利姆·李', '艾伦·里奇']",8.7,['2018'],"['剧情', '同性', '音乐', '传记']",135,340924,英语, 英国,71.73333333333333
188,萤火虫之墓,高畑勋,"['辰己努', '白石绫乃', '志乃原良子', '山口朱美', '端田宏三']",8.7,['1988'],"['剧情', '动画', '战争']",89,290287,日语, 日本,29.78
189,火锅英雄,杨庆,"['陈坤', '白百何', '秦昊', '喻恩泰', '王彦霖']",7.2,['2016'],"['剧情', '犯罪']",98,270549,汉语普通话, 中国大陆,71.21666666666665
190,无耻混蛋,昆汀·塔伦蒂诺,"['布拉德·皮特', '梅拉尼·罗兰', '克里斯托弗·沃尔兹', '伊莱·罗斯', '迈克尔·法斯宾德']",8.5,['2009'],"['剧情', '犯罪']",153,316984,英语, 德国,67.55666666666666
191,长城,张艺谋,"['马特·达蒙', '景甜', '佩德罗·帕斯卡', '刘德华', '威廉·达福']",4.9,['2016'],"['动作', '奇幻', '冒险']",104,300523,英语, 中国大陆,67.93333333333334
192,谍影重重3,保罗·格林格拉斯,"['马特·达蒙', '朱丽娅·斯蒂尔斯', '大卫·斯特雷泽恩', '斯科特·格伦', '帕迪·康斯戴恩']",8.8,['2007'],"['动作', '悬疑', '惊悚']",115,274720,英语, 美国,58.46666666666666
193,爱在日落黄昏时,理查德·林克莱特,"['伊桑·霍克', '朱莉·德尔佩', '弗农·多布切夫', '路易丝·勒莫瓦纳·托雷斯', '罗多尔·保利']",8.8,['2004'],"['剧情', '爱情']",80,309482,英语, 美国,49.82666666666666
194,我是传奇,弗朗西斯·劳伦斯,"['威尔·史密斯', '艾莉丝·布拉加', 'Charlie Tahan', '达什·米霍克', '莎莉·理查德森']",8.1,['2007'],"['剧情', '科幻', '恐怖']",101,284136,英语, 美国,58.93666666666667
195,云图,汤姆·提克威,"['汤姆·汉克斯', '哈莉·贝瑞', '吉姆·布劳德本特', '雨果·维文', '吉姆·斯特吉斯']",8.1,['2012'],"['剧情', '科幻', '悬疑']",134,328259,英语, 德国,59.616666666666674
196,雨人,巴瑞·莱文森,"['达斯汀·霍夫曼', '汤姆·克鲁斯', '瓦莱丽亚·戈利诺', '邦尼·亨特']",8.7,['1988'],['剧情'],133,282930,英语, 美国,59.279999999999994
197,罗曼蒂克消亡史,程耳,"['葛优', '章子怡', '浅野忠信', '杜淳', '钟欣潼']",7.7,['2016'],"['剧情', '动作', '悬疑']",125,290136,汉语普通话, 中国大陆,44.72666666666667
198,僵尸新娘,蒂姆·波顿,"['约翰尼·德普', '海伦娜·伯翰·卡特', '艾米丽·沃森', '崔茜·尤玛', '保罗·怀特豪斯']",8.2,['2005'],"['剧情', '动画', '奇幻']",77,280336,英语, 美国,59.643333333333324
199,金刚狼,加文·胡德,"['休·杰克曼', '列维·施瑞博尔', '瑞恩·雷诺兹', '丹尼·赫斯顿', '泰勒·克奇']",7.4,['2009'],"['动作', '科幻']",107,216026,英语, 美国,59.38666666666666
200,降临,丹尼斯·维伦纽瓦,"['艾米·亚当斯', '杰瑞米·雷纳', '福里斯特·惠特克', '迈克尔·斯图巴', '马泰']",7.7,['2016'],"['剧情', '科幻']",116,311479,英语, 美国,69.22333333333334
201,速度与激情6,林诣彬,"['范·迪塞尔', '保罗·沃克', '道恩·强森', '乔丹娜·布鲁斯特', '米歇尔·罗德里格兹']",7.8,['2013'],"['动作', '惊悚', '犯罪']",130,206921,英语, 美国,61.97
202,谍影重重,道格·里曼,"['马特·达蒙', '弗朗卡·波滕特', '克里斯·库珀', '克里夫·欧文', '朱丽娅·斯蒂尔斯']",8.6,['2002'],"['动作', '悬疑', '惊悚']",119,278632,英语, 美国,47.26666666666667
203,西游伏妖篇,徐克,"['吴亦凡', '林更新', '姚晨', '林允', '包贝尔']",5.5,['2017'],"['喜剧', '动作', '奇幻', '古装']",108,292073,汉语普通话, 中国大陆,66.15666666666667
204,变形金刚4：绝迹重生,迈克尔·贝,"['马克·沃尔伯格', '斯坦利·图齐', '凯尔希·格兰莫', '妮可拉·佩尔茨', '杰克·莱诺']",6.6,['2014'],"['动作', '科幻']",166,255467,英语, 美国,57.129999999999995
205,非诚勿扰2,冯小刚,"['葛优', '舒淇', '孙红雷', '姚晨', '安以轩']",6.5,['2010'],"['喜剧', '爱情']",122,271774,汉语普通话, 中国大陆,54.88333333333335
206,喜欢你,许宏宇,"['金城武', '周冬雨', '孙艺洲', '奚梦瑶', '杨祐宁']",6.8,['2017'],"['喜剧', '爱情']",106,244775,汉语普通话, 中国大陆,72.40333333333332
207,霍比特人2：史矛革之战,彼得·杰克逊,"['伊恩·麦克莱恩', '马丁·弗瑞曼', '理查德·阿米蒂奇', '本尼迪克特·康伯巴奇', '奥兰多·布鲁姆']",8.3,['2013'],"['动作', '奇幻', '冒险']",161,263278,英语, 美国,56.660000000000004
208,大内密探零零发,谷德昭,"['周星驰', '刘嘉玲', '李若彤', '罗家英', '张达明']",7.8,['1996'],"['喜剧', '动作', '爱情', '古装']",89,248979,粤语, 中国香港,30.77333333333333
209,银翼杀手2049,丹尼斯·维伦纽瓦,"['瑞恩·高斯林', '哈里森·福特', '安娜·德·阿玛斯', '西尔维娅·侯克斯', '罗宾·怀特']",8.3,['2017'],"['剧情', '科幻', '惊悚']",163,306600,英语, 美国,55.73666666666667
210,食神,李力持,"['周星驰', '莫文蔚', '刘以达', '吴孟达', '薛家燕']",7.9,['1996'],"['喜剧', '动作']",88,274750,粤语, 中国香港,25.7
211,穆赫兰道,大卫·林奇,"['娜奥米·沃茨', '劳拉·哈灵', '安·米勒', '贾斯汀·塞洛克斯', '斯科特·科菲']",8.3,['2001'],"['剧情', '悬疑', '惊悚']",147,304250,英语, 法国,48.449999999999996
212,霍比特人3：五军之战,彼得·杰克逊,"['马丁·弗瑞曼', '伊恩·麦克莱恩', '理查德·阿米蒂奇', '伊万杰琳·莉莉', '李·佩斯']",8.4,['2014'],"['动作', '奇幻', '冒险']",144,266377,英语, 美国,56.660000000000004
213,纵横四海,吴宇森,"['周润发', '张国荣', '钟楚红', '朱江', '曾江']",8.8,['1991'],"['剧情', '喜剧', '动作', '犯罪']",108,249262,粤语, 中国香港,50.336666666666666
214,穿条纹睡衣的男孩,马克·赫尔曼,"['阿萨·巴特菲尔德', '维拉·法米加', '卡拉·霍根', '祖萨·霍尔', '安贝尔·比蒂']",9.1,['2008'],"['剧情', '战争']",94,293163,英语, 英国,56.556666666666665
215,达拉斯买家俱乐部,让-马克·瓦雷,"['马修·麦康纳', '詹妮弗·加纳', '杰瑞德·莱托', '斯蒂夫·扎恩', '达拉斯·罗伯特斯']",8.8,['2013'],"['剧情', '同性', '传记']",117,285526,英语, 美国,65.42666666666666
216,国产凌凌漆,李力持,"['周星驰', '袁咏仪', '罗家英', '陈宝莲', '郑祖']",8.3,['1994'],"['喜剧', '动作']",83,258772,汉语普通话, 中国香港,25.7
217,她,斯派克·琼斯,"['杰昆·菲尼克斯', '斯嘉丽·约翰逊', '艾米·亚当斯', '鲁妮·玛拉', '奥利维亚·王尔德']",8.4,['2013'],"['剧情', '爱情', '科幻']",126,308550,英语, 美国,74.12333333333333
218,孤儿怨,佐米·希尔拉,"['维拉·法米加', '彼得·萨斯加德', '伊莎贝拉·弗尔曼', '希·庞德', '吉米·本内特']",8.1,['2009'],"['悬疑', '惊悚', '恐怖']",123,300578,英语, 美国,55.71333333333334
219,金刚,彼得·杰克逊,"['娜奥米·沃茨', '杰克·布莱克', '艾德里安·布洛迪', '托马斯·克莱舒曼', '科林·汉克斯']",7.9,['2005'],"['动作', '奇幻', '冒险']",187,231872,英语, 新西兰,57.4
220,玩具总动员,约翰·拉塞特,"['汤姆·汉克斯', '蒂姆·艾伦', '唐·里克斯', '吉姆·法尼']",8.4,['1995'],"['喜剧', '动画', '家庭']",81,236087,英语, 美国,53.406666666666666
221,无间道2,刘伟强,"['陈冠希', '余文乐', '曾志伟', '黄秋生', '吴镇宇']",8.5,['2003'],"['剧情', '动作', '惊悚', '犯罪']",119,247541,粤语, 中国香港,61.43666666666667
222,侧耳倾听,近藤喜文,"['本名阳子', '小林桂树', '高山南', '高桥一生', '山下容莉枝']",8.9,['1995'],"['剧情', '爱情', '动画']",111,280000,日语, 日本,44.333333333333336
223,人工智能,史蒂文·斯皮尔伯格,"['海利·乔·奥斯蒙', '弗兰西丝·奥康纳', '山姆·洛巴兹', '杰克·托马斯', '裘德·洛']",8.6,['2001'],"['剧情', '科幻', '冒险']",146,277465,英语, 美国,60.083333333333336
224,嫌疑人X的献身,苏有朋,"['王凯', '张鲁一', '林心如', '叶祖新', '丁冠森']",6.4,['2017'],"['剧情', '悬疑', '犯罪']",112,217465,汉语普通话, 中国大陆,72.89666666666666
225,大闹天宫,万籁鸣,"['邱岳峰', '富润生', '毕克', '尚华', '于鼎']",9.3,['1961'],"['动画', '奇幻']",114,218619,汉语普通话, 中国大陆,37.6
226,垫底辣妹,土井裕泰,"['有村架纯', '伊藤淳史', '吉田羊', '田中哲司', '野村周平']",8.2,['2015'],"['剧情', '家庭']",117,262866,日语, 日本,57.96333333333334
227,超凡蜘蛛侠,马克·韦布,"['安德鲁·加菲尔德', '艾玛·斯通', '瑞斯·伊凡斯', '马丁·辛', '莎莉·菲尔德']",7.4,['2012'],"['动作', '科幻', '冒险']",136,224390,英语, 美国,66.56666666666666
228,E.T.,史蒂文·斯皮尔伯格,"['亨利·托马斯', '迪·沃伦斯', '罗伯特·麦克纳夫顿', '德鲁·巴里摩尔', '彼德·考约特']",8.6,['1982'],"['剧情', '科幻']",115,226692,英语, 美国,56.71
229,可可西里,陆川,"['多布杰', '张正阳', '奇道', '赵雪莹', '马占林']",8.7,['2004'],"['剧情', '犯罪']",85,185064,汉语普通话, 中国大陆,67.56
230,湮灭,亚历克斯·嘉兰,"['娜塔莉·波特曼', '詹妮弗·杰森·李', '吉娜·罗德里格兹', '泰莎·汤普森', '奥斯卡·伊萨克']",7.1,['2018'],"['剧情', '科幻', '惊悚']",115,265593,英语, 美国,55.916666666666664
231,武状元苏乞儿,陈嘉上,"['周星驰', '张敏', '吴孟达', '徐少强', '林威']",7.7,['1992'],"['喜剧', '动作', '武侠', '古装']",96,220925,粤语, 中国香港,49.56666666666666
232,山楂树之恋,张艺谋,"['周冬雨', '窦骁', '奚美娟', '李雪健', '姜瑞佳']",6.8,['2010'],"['剧情', '爱情']",114,238248,汉语普通话, 中国大陆,64.97333333333334
233,战狼,吴京,"['吴京', '余男', '斯科特·阿金斯', '凯文·李', '倪大红']",6.8,['2015'],"['动作', '战争']",90,195852,汉语普通话, 中国大陆,49.373333333333335
234,穿越时空的少女,细田守,"['仲里依纱', '石田卓也', '板仓光隆', '垣内彩未', '谷村美月']",8.6,['2006'],"['剧情', '爱情', '科幻', '动画']",98,268256,日语, 日本,58.413333333333334
235,爱情公寓,韦正,"['陈赫', '袁弘', '娄艺潇', '邓家佳', '孙艺洲']",3.1,['2018'],"['喜剧', '冒险']",117,212426,汉语普通话, 中国大陆,75.74333333333334
236,侏罗纪公园,史蒂文·斯皮尔伯格,"['山姆·尼尔', '劳拉·邓恩', '杰夫·高布伦', '理查德·阿滕伯勒', '鲍勃·佩克']",8.1,['1993'],"['科幻', '惊悚', '冒险']",127,224919,英语, 美国,52.0
237,十月围城,陈德森,"['甄子丹', '王学圻', '梁家辉', '胡军', '王柏杰']",7.7,['2009'],"['剧情', '动作', '历史']",139,260243,汉语普通话, 中国香港,53.35333333333333
238,爱在暹罗,楚克·萨克瑞科,"['维特维斯特·海伦亚沃恩酷', '马里奥·毛瑞尔', '赖拉·邦雅淑', '坎雅·拉坦娜佩琦', '辛扎伊·本班尼']",8.3,['2007'],"['剧情', '爱情', '同性']",150,253318,泰语, 泰国,54.029999999999994
